# Constructed from biom file
#OTU ID	B1	B2	B3	B4	B5	B6	B7	B8	B9	C1	C2	C4	C5	NTC	O1_1	O2	O3	O4	O5	O6	O7	O8	P1	P2	P3	P4	P5	P6	P7	P8	P9	R1	R2	R3	R4	R6	R7	R8	S1	S2	S3	S4	S5
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma	0.0	32.0	0.0	80.0	0.0	17.0	0.0	0.0	25.0	19.0	23.0	0.0	0.0	0.0	0.0	31.0	0.0	92.0	0.0	54.0	47.0	0.0	20.0	37.0	51.0	37.0	19.0	19.0	0.0	0.0	0.0	24.0	27.0	43.0	0.0	181.0	43.0	13.0	0.0	0.0	0.0	0.0	25.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Cosmospora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	11.0	14.0	22.0	0.0	0.0	0.0	0.0	21.0	0.0	19.0	0.0	30.0	20.0	27.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Pezizomycotina_gen_Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Stenocarpella	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Neocucurbitaria	277.0	300.0	267.0	395.0	539.0	463.0	797.0	327.0	1401.0	37.0	87.0	67.0	42.0	0.0	514.0	552.0	353.0	1698.0	621.0	57.0	703.0	616.0	49.0	82.0	78.0	2002.0	48.0	65.0	110.0	53.0	65.0	80.0	95.0	37.0	70.0	81.0	90.0	116.0	493.0	530.0	539.0	346.0	784.0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;__	116.0	141.0	170.0	9.0	128.0	22.0	146.0	9.0	59.0	50.0	82.0	63.0	422.0	0.0	80.0	84.0	111.0	16.0	170.0	193.0	141.0	188.0	114.0	278.0	444.0	55.0	67.0	249.0	33.0	72.0	67.0	183.0	681.0	127.0	287.0	93.0	136.0	124.0	46.0	37.0	61.0	206.0	8.0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;__;__	257.0	219.0	249.0	357.0	283.0	395.0	307.0	376.0	653.0	527.0	607.0	602.0	630.0	0.0	426.0	599.0	409.0	633.0	393.0	645.0	644.0	480.0	822.0	1623.0	932.0	910.0	734.0	914.0	866.0	867.0	1143.0	706.0	876.0	843.0	729.0	1034.0	798.0	869.0	609.0	399.0	313.0	378.0	157.0
k__Fungi;p__Glomeromycota;__;__;__;__	0.0	2.0	0.0	22.0	2.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	20.0	4.0	16.0	21.0	0.0	0.0	37.0	0.0	0.0	2.0	0.0	16.0	0.0	11.0	0.0	0.0	0.0	70.0	16.0	0.0	0.0	0.0	0.0	6.0	5.0	43.0	0.0	4.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	38.0	62.0	51.0	0.0	0.0	0.0	0.0	0.0	2.0	62.0	0.0	0.0	26.0	68.0	55.0	0.0	18.0	66.0	45.0	54.0	36.0	59.0	70.0	57.0	51.0	41.0	41.0	40.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;__;__;__	17.0	17.0	16.0	20.0	12.0	19.0	19.0	3.0	50.0	55.0	24.0	53.0	76.0	0.0	7.0	21.0	585.0	21.0	12.0	95.0	13.0	14.0	94.0	142.0	119.0	12.0	61.0	29.0	167.0	169.0	42.0	81.0	83.0	82.0	51.0	216.0	85.0	107.0	6.0	12.0	10.0	12.0	3.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Godroniaceae;g__Gremmeniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	452.0	581.0	524.0	808.0	0.0	0.0	0.0	0.0	0.0	0.0	1947.0	0.0	0.0	456.0	1035.0	817.0	23.0	667.0	843.0	871.0	888.0	563.0	713.0	955.0	793.0	754.0	1245.0	916.0	1044.0	0.0	55.0	246.0	0.0	0.0
k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Archaeosporales_fam_Incertae_sedis;g__Archaeosporales_gen_Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	35.0	0.0	14.0	0.0	34.0	28.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	8.0	0.0	43.0	0.0	0.0	12.0	0.0	0.0	0.0	95.0	105.0	0.0	21.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Phacidiales;f__Phacidiaceae;g__Darkera	0.0	0.0	0.0	0.0	49.0	0.0	11.0	0.0	0.0	52.0	197.0	92.0	127.0	0.0	0.0	4.0	0.0	3.0	6.0	158.0	16.0	0.0	68.0	223.0	162.0	9.0	44.0	171.0	134.0	369.0	97.0	89.0	114.0	110.0	150.0	122.0	120.0	130.0	0.0	31.0	0.0	35.0	11.0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Aleuria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	43.0	86.0	231.0	0.0	0.0	0.0	0.0	0.0	0.0	241.0	0.0	0.0	135.0	206.0	62.0	0.0	57.0	132.0	102.0	40.0	142.0	107.0	159.0	191.0	215.0	115.0	71.0	144.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliales_fam_Incertae_sedis;g__Orbiliales_gen_Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	15.0	8.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	6.0	4.0	6.0	3.0	2.0	29.0	0.0	0.0	3.0	10.0	9.0	23.0	5.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Holtermanniales;f__Holtermanniaceae;g__Holtermannia	382.0	231.0	328.0	377.0	243.0	326.0	218.0	275.0	642.0	3071.0	3541.0	3323.0	4413.0	0.0	327.0	638.0	298.0	385.0	424.0	4486.0	487.0	447.0	3802.0	6051.0	5608.0	611.0	3098.0	4742.0	4687.0	4487.0	3617.0	4001.0	4678.0	5131.0	6240.0	5834.0	4670.0	4823.0	412.0	434.0	255.0	386.0	145.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Gloniales;f__Gloniaceae;g__Glonium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;__;__;__	22.0	120.0	37.0	38.0	12.0	2.0	10.0	27.0	28.0	349.0	431.0	416.0	640.0	0.0	24.0	25.0	31.0	105.0	56.0	721.0	101.0	161.0	398.0	632.0	547.0	39.0	388.0	529.0	602.0	333.0	444.0	323.0	659.0	473.0	601.0	830.0	450.0	693.0	11.0	112.0	83.0	19.0	30.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Thelebolales_fam_Incertae_sedis;g__Thelebolales_gen_Incertae_sedis	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	5.0	37.0	88.0	31.0	77.0	0.0	0.0	0.0	0.0	0.0	3.0	89.0	7.0	0.0	61.0	207.0	146.0	19.0	76.0	84.0	138.0	77.0	136.0	168.0	139.0	109.0	101.0	135.0	135.0	98.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Gymnostellatospora	17.0	14.0	11.0	19.0	0.0	9.0	9.0	6.0	26.0	217.0	287.0	264.0	333.0	0.0	15.0	28.0	16.0	13.0	99.0	1788.0	22.0	13.0	283.0	413.0	322.0	25.0	174.0	344.0	311.0	297.0	312.0	245.0	371.0	260.0	356.0	355.0	316.0	299.0	19.0	28.0	14.0	15.0	6.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Leotiomycetes_gen_Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	8.0	6.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	0.0	0.0	13.0	17.0	8.0	0.0	8.0	12.0	15.0	10.0	9.0	0.0	11.0	15.0	16.0	8.0	19.0	11.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;__;__	511.0	974.0	674.0	912.0	485.0	482.0	462.0	882.0	1212.0	34.0	230.0	56.0	155.0	0.0	885.0	1256.0	746.0	885.0	993.0	141.0	1796.0	758.0	122.0	219.0	141.0	821.0	54.0	182.0	183.0	110.0	89.0	80.0	209.0	206.0	182.0	283.0	171.0	95.0	1142.0	895.0	863.0	827.0	877.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius	244.0	446.0	228.0	378.0	264.0	320.0	472.0	335.0	512.0	773.0	777.0	875.0	828.0	0.0	472.0	1164.0	1328.0	601.0	532.0	3798.0	643.0	789.0	753.0	1189.0	1226.0	468.0	726.0	1034.0	910.0	710.0	746.0	809.0	1063.0	755.0	982.0	987.0	766.0	937.0	475.0	379.0	437.0	1069.0	211.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	10.0	8.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	17.0	18.0	16.0	0.0	12.0	13.0	31.0	14.0	7.0	17.0	7.0	11.0	18.0	14.0	14.0	13.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__Serendipitaceae_gen_Incertae_sedis	4.0	0.0	0.0	4.0	58.0	29.0	6.0	8.0	9.0	5.0	0.0	12.0	28.0	0.0	5.0	3.0	22.0	62.0	8.0	92.0	6.0	4.0	8.0	4.0	11.0	0.0	3.0	12.0	9.0	21.0	14.0	0.0	22.0	0.0	5.0	7.0	43.0	15.0	4.0	83.0	11.0	3.0	2.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Rutstroemiaceae;g__Bicornispora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	102.0	77.0	174.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	60.0	157.0	112.0	0.0	62.0	111.0	122.0	79.0	86.0	69.0	129.0	94.0	73.0	176.0	126.0	56.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Helminthosporium	59.0	165.0	82.0	76.0	198.0	71.0	88.0	100.0	207.0	7.0	18.0	20.0	14.0	0.0	705.0	422.0	103.0	98.0	167.0	37.0	143.0	121.0	9.0	20.0	18.0	184.0	7.0	90.0	12.0	13.0	11.0	52.0	29.0	18.0	20.0	61.0	6.0	23.0	373.0	87.0	117.0	110.0	382.0
k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Ascomycota_gen_Incertae_sedis	3.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	29.0	203.0	650.0	505.0	818.0	0.0	0.0	11.0	28.0	22.0	0.0	777.0	33.0	23.0	587.0	1113.0	615.0	17.0	226.0	686.0	476.0	361.0	236.0	377.0	1414.0	638.0	1338.0	428.0	590.0	739.0	0.0	0.0	4.0	5.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Derxomyces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	9.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	24.0	6.0	6.0	0.0	2.0	8.0	0.0	7.0	16.0	14.0	15.0	3.0	6.0	13.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Litschauerella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__Waitea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Gomphidiaceae;g__Chroogomphus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Entorrhizomycota;c__Entorrhizomycetes;o__Entorrhizales;f__Entorrhizaceae;g__Entorrhiza	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinales_fam_Incertae_sedis;g__Sebacinales_gen_Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	24.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	28.0	11.0	4.0	2.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Entorrhizomycota;c__Entorrhizomycetes;o__Entorrhizales;f__Entorrhizaceae;g__Entorrhizaceae_gen_Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Thelephoraceae_gen_Incertae_sedis	47.0	34.0	24.0	53.0	37.0	59.0	26.0	48.0	90.0	3.0	19.0	4.0	14.0	0.0	51.0	88.0	44.0	79.0	76.0	14.0	58.0	41.0	14.0	14.0	19.0	98.0	7.0	30.0	16.0	15.0	14.0	7.0	15.0	5.0	6.0	28.0	5.0	9.0	59.0	41.0	52.0	56.0	25.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	8.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	7.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Lipomycetaceae;g__Babjevia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	23.0	17.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	17.0	37.0	24.0	0.0	6.0	28.0	33.0	29.0	23.0	20.0	48.0	39.0	27.0	43.0	28.0	57.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavaria	311.0	182.0	186.0	204.0	333.0	238.0	226.0	259.0	294.0	86.0	94.0	84.0	151.0	0.0	586.0	321.0	278.0	253.0	324.0	125.0	396.0	221.0	149.0	150.0	109.0	367.0	70.0	86.0	27.0	64.0	73.0	166.0	59.0	157.0	181.0	177.0	138.0	50.0	485.0	337.0	194.0	183.0	79.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	37.0	55.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	35.0	69.0	46.0	2.0	15.0	30.0	54.0	92.0	44.0	54.0	43.0	36.0	63.0	71.0	50.0	45.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Cucurbitaria	136.0	117.0	207.0	144.0	200.0	145.0	132.0	106.0	570.0	261.0	469.0	354.0	332.0	0.0	234.0	178.0	158.0	145.0	235.0	639.0	243.0	193.0	574.0	572.0	450.0	203.0	269.0	472.0	413.0	287.0	660.0	345.0	973.0	516.0	1047.0	489.0	656.0	588.0	138.0	195.0	117.0	142.0	52.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium	286.0	521.0	239.0	509.0	356.0	476.0	445.0	462.0	1171.0	1053.0	1540.0	1319.0	2065.0	0.0	398.0	474.0	575.0	550.0	766.0	2021.0	859.0	588.0	1348.0	1870.0	2315.0	1065.0	951.0	2027.0	2262.0	1191.0	2249.0	1488.0	2232.0	1890.0	1841.0	2162.0	1483.0	2036.0	519.0	549.0	385.0	438.0	242.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;__	52.0	0.0	0.0	0.0	0.0	8.0	19.0	6.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	6.0	15.0	2.0	15.0	21.0	0.0	0.0	5.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	2.0	15.0	7.0	10.0	43.0	8.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Nodulosphaeria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	7.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	8.0	11.0	7.0	0.0	0.0	7.0	8.0	3.0	8.0	5.0	5.0	8.0	9.0	14.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	21.0	21.0	23.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	3.0	9.0	19.0	47.0	26.0	4.0	16.0	21.0	33.0	47.0	13.0	48.0	46.0	30.0	24.0	64.0	25.0	26.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Mucoharknessia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Abrothallales;f__Abrothallaceae;g__Abrothallus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	26.0	0.0	4.0	4.0	0.0	0.0	4.0	8.0	7.0	0.0	9.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Thermomyces	0.0	6.0	0.0	6.0	6.0	0.0	0.0	11.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	17.0	12.0	0.0	14.0	23.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	16.0	14.0	12.0	6.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	24.0	39.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	43.0	45.0	30.0	0.0	19.0	19.0	36.0	42.0	39.0	38.0	24.0	25.0	30.0	43.0	43.0	34.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	6.0	0.0	0.0	4.0	10.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	16.0	0.0	55.0	10.0	49.0	0.0	9.0	19.0	15.0	16.0	49.0	58.0	16.0	23.0	16.0	29.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Geoglossomycetes;o__Geoglossales;f__Geoglossaceae;g__Leucoglossum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tetraplosphaeriaceae;g__Tetraploa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0
