	B1	B2	B3	B4	B5	B6	B7	B8	B9	C1	C2	C4	C5	O1_1	O2	O3	O4	O5	O6	O7	O8	P1	P2	P3	P4	P5	P6	P7	P8	P9	R1	R2	R3	R4	R6	R7	R8	S1	S2	S3	S4
O8	0.6740168333053589	0.6887860894203186	0.6799376606941223	0.6841092705726624	0.6806753277778625	0.671238899230957	0.6684936881065369	0.6650235056877136	0.6590707302093506	0.8149952292442322	0.8300004601478577	0.8252471089363098	0.8434145450592041	0.6616080403327942	0.6583082675933838	0.6568483710289001	0.6492311358451843	0.660102367401123	0.8220444917678833	0.6589486002922058	0	0.839086651802063	0.8169177174568176	0.8336320519447327	0.6700646281242371	0.8288778066635132	0.820215106010437	0.8244458436965942	0.8337613344192505	0.8255488276481628	0.8306241035461426	0.8152406811714172	0.8282700777053833	0.8190288543701172	0.8084047436714172	0.8321090936660767	0.8114398717880249	0.6645005941390991	0.6598325967788696	0.6506274342536926	0.6630535125732422
P1	0.8419190645217896	0.8383552432060242	0.8340781927108765	0.8312713503837585	0.8337517976760864	0.8484084010124207	0.8267311453819275	0.8389940857887268	0.8241083025932312	0.6887171864509583	0.6786498427391052	0.6850358843803406	0.6932570338249207	0.8388013243675232	0.8422091007232666	0.8250880241394043	0.8458998799324036	0.8332188129425049	0.6631489992141724	0.8241479992866516	0.839086651802063	0	0.6758785843849182	0.6699903011322021	0.8069040775299072	0.6876444816589355	0.6687084436416626	0.700765073299408	0.6923865079879761	0.6660239696502686	0.6777389645576477	0.6728265285491943	0.6772057414054871	0.6795035004615784	0.6869437098503113	0.6834982633590698	0.6698183417320251	0.8309266567230225	0.8420525193214417	0.8386156558990479	0.8330823183059692
P2	0.8191115856170654	0.8321574330329895	0.8176432847976685	0.813467800617218	0.8129066824913025	0.817902147769928	0.8227517008781433	0.8168096542358398	0.8166897892951965	0.6611968874931335	0.6791044473648071	0.6827688813209534	0.6795756220817566	0.8275755047798157	0.8157843947410583	0.8239752054214478	0.8140709400177002	0.8167257308959961	0.6747615933418274	0.819536566734314	0.8169177174568176	0.6758785843849182	0	0.6948609352111816	0.8040181994438171	0.6776940226554871	0.6570658087730408	0.6567239761352539	0.6684777736663818	0.6709551811218262	0.6882558465003967	0.6715345978736877	0.6675246953964233	0.6476545333862305	0.6552409529685974	0.675143301486969	0.6676680445671082	0.8121469020843506	0.8205497860908508	0.8135659098625183	0.8269009590148926
P3	0.8387457728385925	0.8402526378631592	0.8363260626792908	0.8294768929481506	0.8252506852149963	0.8371412754058838	0.8401749730110168	0.8325687646865845	0.8361257314682007	0.6684422492980957	0.6691260933876038	0.6891610026359558	0.6695536971092224	0.8344621658325195	0.8400090932846069	0.8307844400405884	0.836671769618988	0.8317887187004089	0.6745544672012329	0.8222528696060181	0.8336320519447327	0.6699903011322021	0.6948609352111816	0	0.8042097091674805	0.6676297187805176	0.6636195182800293	0.6937347054481506	0.6571457982063293	0.6648402214050293	0.6646102666854858	0.6735979914665222	0.670084536075592	0.6475197672843933	0.6863185167312622	0.6682482957839966	0.6517661809921265	0.8424325585365295	0.8429108262062073	0.8218267560005188	0.8465738892555237
P4	0.6408333778381348	0.6555733680725098	0.6330075263977051	0.6434522867202759	0.6527041792869568	0.6569865345954895	0.6315802335739136	0.6101915240287781	0.6404746174812317	0.794154942035675	0.7960032820701599	0.8000397682189941	0.8035638928413391	0.6539223194122314	0.6588804721832275	0.6438710689544678	0.6338081955909729	0.6321609020233154	0.7838153839111328	0.6281726956367493	0.6700646281242371	0.8069040775299072	0.8040181994438171	0.8042097091674805	0	0.8019559383392334	0.7946598529815674	0.8115944862365723	0.8059556484222412	0.8097051382064819	0.7950330376625061	0.798362672328949	0.7922939658164978	0.7925691604614258	0.7877250909805298	0.7902519702911377	0.7915865778923035	0.6523008346557617	0.6395520567893982	0.6160315275192261	0.6538383960723877
P5	0.8218929171562195	0.8239277601242065	0.8263036012649536	0.8222036361694336	0.8137966990470886	0.8280269503593445	0.8313998579978943	0.8264301419258118	0.8268855810165405	0.6438261866569519	0.665569543838501	0.6611976623535156	0.6617894768714905	0.8278493881225586	0.8316140174865723	0.8274908661842346	0.828997790813446	0.8289920091629028	0.6664324402809143	0.8115071058273315	0.8288778066635132	0.6876444816589355	0.6776940226554871	0.6676297187805176	0.8019559383392334	0	0.6496959924697876	0.7112857699394226	0.6646282076835632	0.6722683906555176	0.6338775157928467	0.6728071570396423	0.6683331727981567	0.6322780251502991	0.6757104992866516	0.6836605072021484	0.6514337658882141	0.8195446729660034	0.8359596133232117	0.8177770376205444	0.8348692655563354
P6	0.8259932398796082	0.8176124691963196	0.8356134295463562	0.8231312036514282	0.8165852427482605	0.8262187242507935	0.8230015635490417	0.8153578042984009	0.8243771195411682	0.6453671455383301	0.6545626521110535	0.6584771275520325	0.6753817200660706	0.8384798765182495	0.8287380337715149	0.8234538435935974	0.8225734829902649	0.8217095732688904	0.6489163637161255	0.8124844431877136	0.820215106010437	0.6687084436416626	0.6570658087730408	0.6636195182800293	0.7946598529815674	0.6496959924697876	0	0.6782975792884827	0.6507579684257507	0.6712707877159119	0.6428406834602356	0.6654935479164124	0.6554615497589111	0.6368732452392578	0.6542243361473083	0.6651320457458496	0.6552498936653137	0.8208720088005066	0.8247832059860229	0.8116897344589233	0.8263424634933472
P7	0.8310584425926208	0.8361448049545288	0.8339160084724426	0.8252971172332764	0.827269971370697	0.8238457441329956	0.8260718584060669	0.828630268573761	0.8206199407577515	0.6922434568405151	0.68760746717453	0.6921815872192383	0.6830771565437317	0.8330831527709961	0.8277388215065002	0.828162670135498	0.823139488697052	0.8249683976173401	0.7043284177780151	0.8259512782096863	0.8244458436965942	0.700765073299408	0.6567239761352539	0.6937347054481506	0.8115944862365723	0.7112857699394226	0.6782975792884827	0	0.6898717284202576	0.689967930316925	0.6865475177764893	0.6666246652603149	0.6954900622367859	0.6701704263687134	0.6802643537521362	0.6813501119613647	0.6732773184776306	0.8223748207092285	0.8238894939422607	0.8322145342826843	0.8307037949562073
P8	0.8305366039276123	0.8167986869812012	0.823744535446167	0.818277895450592	0.8231617212295532	0.8301578760147095	0.8265088200569153	0.8195754289627075	0.827464759349823	0.6544071435928345	0.6605994701385498	0.6578776836395264	0.6490170359611511	0.8357120156288147	0.8366274237632751	0.8181881904602051	0.8337057828903198	0.821687638759613	0.661594033241272	0.8219725489616394	0.8337613344192505	0.6923865079879761	0.6684777736663818	0.6571457982063293	0.8059556484222412	0.6646282076835632	0.6507579684257507	0.6898717284202576	0	0.6875753402709961	0.6477375626564026	0.6443027257919312	0.6424594521522522	0.6361027359962463	0.6686279773712158	0.663672149181366	0.6547954082489014	0.8224462866783142	0.8258301019668579	0.8150747418403625	0.8302648663520813
P9	0.8266417384147644	0.8312758803367615	0.8264511823654175	0.8300033807754517	0.8145174384117126	0.8282056450843811	0.8172356486320496	0.8213534355163574	0.8083270788192749	0.660157322883606	0.6626162528991699	0.6700837016105652	0.6744620800018311	0.8324146866798401	0.8252537250518799	0.8191816806793213	0.8304222226142883	0.8147481679916382	0.6544666886329651	0.8155380487442017	0.8255488276481628	0.6660239696502686	0.6709551811218262	0.6648402214050293	0.8097051382064819	0.6722683906555176	0.6712707877159119	0.689967930316925	0.6875753402709961	0	0.6623958945274353	0.6583663821220398	0.6817914843559265	0.653083324432373	0.677495539188385	0.66675865650177	0.6621501445770264	0.8157967925071716	0.8190580010414124	0.8134755492210388	0.8236679434776306
R1	0.8361688256263733	0.8200839161872864	0.8213322758674622	0.8246848583221436	0.8196671009063721	0.8345699906349182	0.8351486921310425	0.8225430250167847	0.8221619129180908	0.6373026371002197	0.6564401388168335	0.6584641337394714	0.6453897356987	0.8375204801559448	0.8377039432525635	0.8240903615951538	0.8289111256599426	0.8255326151847839	0.6278152465820312	0.8155522346496582	0.8306241035461426	0.6777389645576477	0.6882558465003967	0.6646102666854858	0.7950330376625061	0.6338775157928467	0.6428406834602356	0.6865475177764893	0.6477375626564026	0.6623958945274353	0	0.6504645943641663	0.6549894213676453	0.6208024621009827	0.6559353470802307	0.6775761842727661	0.6656123995780945	0.8279181718826294	0.8201948404312134	0.8168067932128906	0.83558589220047
R2	0.8301129341125488	0.8279266953468323	0.8185165524482727	0.8177734613418579	0.8252514004707336	0.8229264616966248	0.8308634757995605	0.8205215334892273	0.8185942769050598	0.6787257194519043	0.6494240760803223	0.6698695421218872	0.6592091917991638	0.8295630216598511	0.831440806388855	0.8066730499267578	0.8210700154304504	0.8225052356719971	0.6628714799880981	0.8161386251449585	0.8152406811714172	0.6728265285491943	0.6715345978736877	0.6735979914665222	0.798362672328949	0.6728071570396423	0.6654935479164124	0.6666246652603149	0.6443027257919312	0.6583663821220398	0.6504645943641663	0	0.6493071317672729	0.6346374154090881	0.6735647320747375	0.6543216705322266	0.6481491923332214	0.8218928575515747	0.8232783079147339	0.8115713000297546	0.8231305480003357
R3	0.8306309580802917	0.8162686824798584	0.8125910758972168	0.8252614736557007	0.810630202293396	0.8253216147422791	0.8111119866371155	0.7979809641838074	0.8174305558204651	0.6482669115066528	0.663190484046936	0.6697403192520142	0.6505845785140991	0.827084481716156	0.8295426964759827	0.8169033527374268	0.8245287537574768	0.8263478875160217	0.6405469179153442	0.8167757391929626	0.8282700777053833	0.6772057414054871	0.6675246953964233	0.670084536075592	0.7922939658164978	0.6683331727981567	0.6554615497589111	0.6954900622367859	0.6424594521522522	0.6817914843559265	0.6549894213676453	0.6493071317672729	0	0.6356901526451111	0.6494466066360474	0.667391300201416	0.6268739104270935	0.8174123167991638	0.82193523645401	0.8006553649902344	0.8224358558654785
R4	0.817660927772522	0.8189151287078857	0.8216560482978821	0.816426157951355	0.8055529594421387	0.8219913244247437	0.8315123915672302	0.8118423223495483	0.8221313953399658	0.6412424445152283	0.665921151638031	0.6428354382514954	0.6434112191200256	0.8264396190643311	0.8230583071708679	0.8227710127830505	0.8146832585334778	0.8217240571975708	0.6386624574661255	0.8043546676635742	0.8190288543701172	0.6795035004615784	0.6476545333862305	0.6475197672843933	0.7925691604614258	0.6322780251502991	0.6368732452392578	0.6701704263687134	0.6361027359962463	0.653083324432373	0.6208024621009827	0.6346374154090881	0.6356901526451111	0	0.6625956296920776	0.6585648655891418	0.6339560747146606	0.8167594075202942	0.819007396697998	0.8055928945541382	0.8255099654197693
R6	0.8278932571411133	0.8192412257194519	0.8065689206123352	0.8170269727706909	0.8088293671607971	0.8241172432899475	0.8214289546012878	0.8114756345748901	0.8096203207969666	0.6658800840377808	0.6728237867355347	0.6902848482131958	0.6834434270858765	0.8315821290016174	0.8175317645072937	0.8181938529014587	0.8185772895812988	0.8102766275405884	0.6555662155151367	0.8100336194038391	0.8084047436714172	0.6869437098503113	0.6552409529685974	0.6863185167312622	0.7877250909805298	0.6757104992866516	0.6542243361473083	0.6802643537521362	0.6686279773712158	0.677495539188385	0.6559353470802307	0.6735647320747375	0.6494466066360474	0.6625956296920776	0	0.6940992474555969	0.66865473985672	0.8093990087509155	0.8205114006996155	0.8100264072418213	0.822380006313324
R7	0.8269625902175903	0.8252591490745544	0.8182218670845032	0.8237935304641724	0.8208076953887939	0.826503574848175	0.8207014203071594	0.827246367931366	0.8159917593002319	0.6574053764343262	0.6667158603668213	0.6511455774307251	0.6534843444824219	0.8379083871841431	0.8186497688293457	0.8265749216079712	0.8231654763221741	0.8232704997062683	0.671314001083374	0.8217172026634216	0.8321090936660767	0.6834982633590698	0.675143301486969	0.6682482957839966	0.7902519702911377	0.6836605072021484	0.6651320457458496	0.6813501119613647	0.663672149181366	0.66675865650177	0.6775761842727661	0.6543216705322266	0.667391300201416	0.6585648655891418	0.6940992474555969	0	0.6615275740623474	0.8238081932067871	0.8237966299057007	0.8067094087600708	0.8268983364105225
R8	0.810312807559967	0.8109612464904785	0.8072656393051147	0.8007169961929321	0.8040329813957214	0.8112436532974243	0.8131389617919922	0.8130955100059509	0.8207529783248901	0.6405646204948425	0.6707947254180908	0.6678608655929565	0.6652714610099792	0.8269450068473816	0.8196616768836975	0.8039287328720093	0.8212389945983887	0.8093302249908447	0.6580395102500916	0.8011801838874817	0.8114398717880249	0.6698183417320251	0.6676680445671082	0.6517661809921265	0.7915865778923035	0.6514337658882141	0.6552498936653137	0.6732773184776306	0.6547954082489014	0.6621501445770264	0.6656123995780945	0.6481491923332214	0.6268739104270935	0.6339560747146606	0.66865473985672	0.6615275740623474	0	0.8108609318733215	0.8102185130119324	0.8056065440177917	0.8070265054702759
