	B1	B2	B3	B4	B5	B6	B7	B8	B9	C1	C2	C3	C4	C5	O1_1	O2	O3	O4	O5	O6	O7	O8	P1	P2	P4	P5	P6	P7	P8	P9	R1	R2	R3	R4	R6	R7	R8	S1	S2	S4	S5
O7	0.03225735202431679	0.02989866770803928	0.0298437774181366	0.03282327204942703	0.02927573584020138	0.03380349278450012	0.03127641603350639	0.03223821520805359	0.027568019926548	0.1011995449662209	0.1014730408787727	0.1005966365337372	0.1042977124452591	0.1048829853534698	0.02969035878777504	0.040349081158638	0.03182926401495934	0.03179140016436577	0.0247668232768774	0.1042015701532364	0	0.03060796670615673	0.1082424148917198	0.1034663021564484	0.03248746320605278	0.1086811721324921	0.1050490140914917	0.1009930521249771	0.1080155819654465	0.1036464497447014	0.1064771413803101	0.1020694822072983	0.1079297438263893	0.1009916588664055	0.1172802820801735	0.1052598133683205	0.09882038086652756	0.02731288969516754	0.03266388550400734	0.0289564561098814	0.03309066593647003
O8	0.02695220150053501	0.0238941852003336	0.02419520355761051	0.02504521235823631	0.02612569183111191	0.02873723022639751	0.02876109071075916	0.0247626006603241	0.02382425963878632	0.1055334135890007	0.1083516553044319	0.1077377125620842	0.1114117652177811	0.1107925698161125	0.02859779261052608	0.03376083448529243	0.02906934916973114	0.02791505306959152	0.03460997343063354	0.1127759218215942	0.03060796670615673	0	0.1134955808520317	0.1101594194769859	0.02842814661562443	0.1160135790705681	0.1106938049197197	0.1068980470299721	0.114476166665554	0.1092997118830681	0.1133122742176056	0.1113936752080917	0.1145841255784035	0.1085324585437775	0.122171625494957	0.1106991469860077	0.1066648736596107	0.02403641305863857	0.02875573746860027	0.02933462709188461	0.02910388447344303
P1	0.1099433451890945	0.1125753074884415	0.1111874058842659	0.1097560003399849	0.1113148778676987	0.1165788993239403	0.1178753450512886	0.1111297309398651	0.1127402111887932	0.02933907136321068	0.03212283179163933	0.03094112128019333	0.02767716348171234	0.02993349172174931	0.1104366853833199	0.1105889901518822	0.1149040386080742	0.1072716861963272	0.1101233139634132	0.03769739717245102	0.1082424148917198	0.1134955808520317	0	0.03654308989644051	0.1174828112125397	0.02679070644080639	0.02681289799511433	0.03949892148375511	0.02781626023352146	0.030366450548172	0.02534622140228748	0.03154018521308899	0.02789114229381084	0.03177238255739212	0.04007822275161743	0.02711713314056396	0.03159967809915543	0.1120797172188759	0.1153995469212532	0.1158296465873718	0.1071748584508896
P2	0.1083157509565353	0.1078818887472153	0.1069535240530968	0.1070513278245926	0.1078975051641464	0.1120553836226463	0.111634373664856	0.1076064854860306	0.1082435920834541	0.03542488068342209	0.03678539767861366	0.03207943588495255	0.03458298742771149	0.03311121836304665	0.1052464097738266	0.1075106337666512	0.1098796278238297	0.1043145135045052	0.1043700501322746	0.03767614439129829	0.1034663021564484	0.1101594194769859	0.03654308989644051	0	0.1118845641613007	0.03945988044142723	0.03387641534209251	0.03201157972216606	0.04128608852624893	0.033475112169981	0.03602821007370949	0.0338822528719902	0.03685382381081581	0.03408146649599075	0.03888440132141113	0.03799919411540031	0.03222901374101639	0.1091045588254929	0.1115239858627319	0.1108717545866966	0.1039491593837738
P4	0.03681342303752899	0.02377394773066044	0.03036043792963028	0.0327400378882885	0.02728366293013096	0.02389636263251305	0.02379842661321163	0.02650305815041065	0.02160841226577759	0.109604723751545	0.1111567988991737	0.1096572428941727	0.1146157905459404	0.1150534003973007	0.02834462560713291	0.03934335708618164	0.02814655937254429	0.03087958693504333	0.02903464622795582	0.1123227030038834	0.03248746320605278	0.02842814661562443	0.1174828112125397	0.1118845641613007	0	0.1202263534069061	0.1144159361720085	0.1090445443987846	0.1182398274540901	0.1122587844729424	0.1160581782460213	0.1127642020583153	0.1175751760601997	0.1105990707874298	0.1267408579587936	0.1146129071712494	0.1088849827647209	0.02658442966639996	0.02437342330813408	0.02573389559984207	0.03197461366653442
P5	0.1116112992167473	0.1147180870175362	0.1132758855819702	0.1120077222585678	0.1133122220635414	0.1187126636505127	0.1207724139094353	0.1133225038647652	0.1144660711288452	0.02998576499521732	0.03195854648947716	0.03229901939630508	0.02553610131144524	0.03100098483264446	0.1126615926623344	0.1121746599674225	0.1165647059679031	0.1084648370742798	0.1116634458303452	0.04233529791235924	0.1086811721324921	0.1160135790705681	0.02679070644080639	0.03945988044142723	0.1202263534069061	0	0.02960979379713535	0.04344919696450233	0.02724327705800533	0.03004192747175694	0.02549772709608078	0.03173022344708443	0.02686145342886448	0.03203761950135231	0.03825175017118454	0.02879421226680279	0.03241613879799843	0.1136389374732971	0.1180166751146317	0.1183165609836578	0.1084467619657516
P6	0.1074915453791618	0.1099233776330948	0.1084139049053192	0.1060474514961243	0.1077718809247017	0.1139589175581932	0.1147083044052124	0.1083276867866516	0.1094752177596092	0.02653103694319725	0.02929705195128918	0.02657551690936089	0.0256691537797451	0.02547690831124783	0.1080809161067009	0.1085239723324776	0.1107953563332558	0.10529825091362	0.106949582695961	0.03340457752346992	0.1050490140914917	0.1106938049197197	0.02681289799511433	0.03387641534209251	0.1144159361720085	0.02960979379713535	0	0.0351535975933075	0.02914533019065857	0.0291956253349781	0.02703789807856083	0.02762095257639885	0.02659528888761997	0.02679237350821495	0.04339573904871941	0.02633609063923359	0.02779897302389145	0.1093302369117737	0.1120458319783211	0.1124451905488968	0.1046909168362617
P7	0.1052195802330971	0.1049785539507866	0.1046419888734818	0.1037172898650169	0.1043341904878616	0.1096956506371498	0.1089842468500137	0.1050370037555695	0.1049669682979584	0.03600035980343819	0.03326200693845749	0.02963182702660561	0.0369735024869442	0.03450393304228783	0.1029095500707626	0.1053775027394295	0.1071344986557961	0.1024801954627037	0.1014509275555611	0.0364581011235714	0.1009930521249771	0.1068980470299721	0.03949892148375511	0.03201157972216606	0.1090445443987846	0.04344919696450233	0.0351535975933075	0	0.04332840070128441	0.03651938959956169	0.03755811974406242	0.03320189192891121	0.03924785554409027	0.03101188689470291	0.04975509271025658	0.037969920784235	0.03264081105589867	0.1055025011301041	0.1081119328737259	0.1082297191023827	0.1018000617623329
P8	0.1101158410310745	0.1127777099609375	0.1109100356698036	0.1096097752451897	0.1123409196734428	0.1171263381838799	0.11866594851017	0.1118530258536339	0.1128933429718018	0.03200636804103851	0.03482810407876968	0.03296975046396255	0.03060603141784668	0.03331615030765533	0.1106374934315681	0.1106089875102043	0.1147414743900299	0.1071531996130943	0.110562726855278	0.04108534753322601	0.1080155819654465	0.114476166665554	0.02781626023352146	0.04128608852624893	0.1182398274540901	0.02724327705800533	0.02914533019065857	0.04332840070128441	0	0.03470360860228539	0.02656617388129234	0.03281572833657265	0.02736828476190567	0.03345167636871338	0.04182044416666031	0.02979904785752296	0.03353847563266754	0.1128088682889938	0.1167496144771576	0.1161486729979515	0.1070175245404243
P9	0.1070767119526863	0.1074994802474976	0.1084944978356361	0.1067876070737839	0.1067363768815994	0.11155154556036	0.1121684163808823	0.1070523038506508	0.1082868501543999	0.02518255822360516	0.02728803083300591	0.02688109688460827	0.02367934957146645	0.0262947641313076	0.1068149954080582	0.1098190397024155	0.1102190017700195	0.1046982109546661	0.1054685786366463	0.03724351897835732	0.1036464497447014	0.1092997118830681	0.030366450548172	0.033475112169981	0.1122587844729424	0.03004192747175694	0.0291956253349781	0.03651938959956169	0.03470360860228539	0	0.02927652560174465	0.0302639976143837	0.03406575322151184	0.02893516421318054	0.04165494814515114	0.03077193722128868	0.02492746897041798	0.1075878590345383	0.1102811917662621	0.110364705324173	0.1043538749217987
R1	0.1100841537117958	0.1112273335456848	0.1097126752138138	0.110249936580658	0.1110988184809685	0.1162537410855293	0.1166731044650078	0.1111640334129333	0.1111799329519272	0.02831843867897987	0.02996984496712685	0.02761584892868996	0.02591695263981819	0.03031742386519909	0.1093121096491814	0.1106966733932495	0.1135760992765427	0.1066014468669891	0.1083602011203766	0.03761743009090424	0.1064771413803101	0.1133122742176056	0.02534622140228748	0.03602821007370949	0.1160581782460213	0.02549772709608078	0.02703789807856083	0.03755811974406242	0.02656617388129234	0.02927652560174465	0	0.02564855292439461	0.02572350576519966	0.02816802263259888	0.04125748947262764	0.02450509741902351	0.02817153744399548	0.1121675744652748	0.1157152503728867	0.1149006932973862	0.1062495782971382
R2	0.1084353551268578	0.108288511633873	0.1069607436656952	0.107513040304184	0.1080733686685562	0.1139529943466187	0.1139235273003578	0.1093708053231239	0.1087764352560043	0.02942333184182644	0.02586553804576397	0.02367116697132587	0.02618017047643661	0.02823767624795437	0.1066592782735825	0.1096001863479614	0.110044464468956	0.1054691299796104	0.1044486984610558	0.03310630470514297	0.1020694822072983	0.1113936752080917	0.03154018521308899	0.0338822528719902	0.1127642020583153	0.03173022344708443	0.02762095257639885	0.03320189192891121	0.03281572833657265	0.0302639976143837	0.02564855292439461	0	0.03062014654278755	0.02432390861213207	0.04538540542125702	0.02820990048348904	0.02459533885121346	0.1090852469205856	0.112787701189518	0.1116969510912895	0.1041105389595032
R3	0.1111532896757126	0.1128391027450562	0.1108645051717758	0.1093359813094139	0.1120726838707924	0.1168920025229454	0.11844452470541	0.1117784902453423	0.1126770153641701	0.0326278991997242	0.0353391245007515	0.03228460624814034	0.02972350642085075	0.03084799088537693	0.1104593575000763	0.1113563403487206	0.1141425222158432	0.1074381917715073	0.109947182238102	0.03768038749694824	0.1079297438263893	0.1145841255784035	0.02789114229381084	0.03685382381081581	0.1175751760601997	0.02686145342886448	0.02659528888761997	0.03924785554409027	0.02736828476190567	0.03406575322151184	0.02572350576519966	0.03062014654278755	0	0.03088915348052979	0.0398285835981369	0.03008029609918594	0.03178305178880692	0.1129688695073128	0.1166901811957359	0.1157569214701653	0.1069420054554939
R4	0.1061066538095474	0.1060672998428345	0.1057074218988419	0.1046088114380836	0.1048406958580017	0.1104534640908241	0.1113413572311401	0.1062052026391029	0.1062609478831291	0.02868004143238068	0.02633988298475742	0.02328528091311455	0.02594843693077564	0.02706426382064819	0.1043700948357582	0.1079175695776939	0.1071828529238701	0.1029313877224922	0.1033692583441734	0.03223518654704094	0.1009916588664055	0.1085324585437775	0.03177238255739212	0.03408146649599075	0.1105990707874298	0.03203761950135231	0.02679237350821495	0.03101188689470291	0.03345167636871338	0.02893516421318054	0.02816802263259888	0.02432390861213207	0.03088915348052979	0	0.0467696487903595	0.02818237617611885	0.02480743266642094	0.1066801324486732	0.1093460842967033	0.1090073958039284	0.1018085032701492
R6	0.118178203701973	0.1215063631534576	0.1198354363441467	0.1192293167114258	0.1207186803221703	0.1250542998313904	0.1261259615421295	0.1193940043449402	0.122200533747673	0.04378121346235275	0.04700689390301704	0.04354771226644516	0.04113911837339401	0.04283609986305237	0.1190911680459976	0.1158712208271027	0.1235726773738861	0.1152972280979156	0.1193395406007767	0.05153963342308998	0.1172802820801735	0.122171625494957	0.04007822275161743	0.03888440132141113	0.1267408579587936	0.03825175017118454	0.04339573904871941	0.04975509271025658	0.04182044416666031	0.04165494814515114	0.04125748947262764	0.04538540542125702	0.0398285835981369	0.0467696487903595	0	0.04472173750400543	0.04616732522845268	0.1208195760846138	0.1243052408099174	0.1248835250735283	0.1157562062144279
R7	0.1069842725992203	0.1104233860969543	0.1086440458893776	0.1078363060951233	0.1089701354503632	0.1147065237164497	0.1152174696326256	0.1091444566845894	0.1095662415027618	0.02658182755112648	0.02891186811029911	0.02748060971498489	0.02725594863295555	0.02913449704647064	0.1095506325364113	0.1079491451382637	0.112239234149456	0.10578403621912	0.107929065823555	0.03834118694067001	0.1052598133683205	0.1106991469860077	0.02711713314056396	0.03799919411540031	0.1146129071712494	0.02879421226680279	0.02633609063923359	0.037969920784235	0.02979904785752296	0.03077193722128868	0.02450509741902351	0.02820990048348904	0.03008029609918594	0.02818237617611885	0.04472173750400543	0	0.02820965461432934	0.1094596087932587	0.1126843169331551	0.1129585579037666	0.1053101122379303
R8	0.1042076274752617	0.1039941012859344	0.1041039079427719	0.1036426350474358	0.1033298969268799	0.1094166561961174	0.1090323999524117	0.1048829257488251	0.1042526140809059	0.02549174427986145	0.0251742098480463	0.02495099231600761	0.02582166530191898	0.02526401728391647	0.1035187765955925	0.1065756753087044	0.1060191839933395	0.1020742505788803	0.1015221998095512	0.03397642076015472	0.09882038086652756	0.1066648736596107	0.03159967809915543	0.03222901374101639	0.1088849827647209	0.03241613879799843	0.02779897302389145	0.03264081105589867	0.03353847563266754	0.02492746897041798	0.02817153744399548	0.02459533885121346	0.03178305178880692	0.02480743266642094	0.04616732522845268	0.02820965461432934	0	0.1047638356685638	0.1077657341957092	0.106941357254982	0.1013642176985741
