	B1	B2	B3	B4	B5	B6	B7	B8	B9	C1	C2	C3	C4	C5	O1_1	O2	O3	O4	O5	O6	O7	O8	P1	P2	P4	P5	P6	P7	P8	P9	R1	R2	R3	R4	R6	R7	R8	S1	S2	S4	S5
O7	0.6916052103042603	0.7070660591125488	0.6959270834922791	0.7197120189666748	0.7128123044967651	0.7110439538955688	0.7205320000648499	0.6980849504470825	0.6871098875999451	0.7880909442901611	0.784932017326355	0.7788171172142029	0.7890265583992004	0.7813509702682495	0.6976310014724731	0.7158380746841431	0.6871877312660217	0.7011402249336243	0.6776802539825439	0.771535336971283	0	0.7322890162467957	0.7899214625358582	0.7869888544082642	0.6879295706748962	0.7772300839424133	0.7969277501106262	0.7887278199195862	0.7845413684844971	0.7863298058509827	0.774806797504425	0.7630508542060852	0.7922823429107666	0.7787471413612366	0.8044077754020691	0.7857337594032288	0.7750734090805054	0.7271967530250549	0.6976012587547302	0.6810333728790283	0.7147678732872009
O8	0.7346675992012024	0.7211978435516357	0.7410935759544373	0.7268122434616089	0.724553644657135	0.7196117639541626	0.7460019588470459	0.7315873503684998	0.7537320256233215	0.7953283190727234	0.7981424927711487	0.7985855937004089	0.7825140357017517	0.7851781845092773	0.7390488982200623	0.745374321937561	0.7452332973480225	0.739907443523407	0.7631790637969971	0.7970533967018127	0.7322890162467957	0	0.8004754185676575	0.8006635308265686	0.7470239400863647	0.7899073362350464	0.7996047139167786	0.8031668066978455	0.785427987575531	0.78549724817276	0.792156457901001	0.8053626418113708	0.8009727597236633	0.793997049331665	0.8014464378356934	0.8000068664550781	0.7920171618461609	0.7240671515464783	0.7433964610099792	0.7589645385742188	0.7359148263931274
P1	0.7890344858169556	0.7798770070075989	0.782816469669342	0.7883309125900269	0.779761016368866	0.7983369827270508	0.8026683926582336	0.8072867393493652	0.7949765920639038	0.6950088739395142	0.6901019215583801	0.6803470849990845	0.6825402975082397	0.6794198751449585	0.7964755892753601	0.7966163158416748	0.7830986976623535	0.7900770902633667	0.8064478635787964	0.6946952939033508	0.7899214625358582	0.8004754185676575	0	0.6885576248168945	0.7967103719711304	0.6660925149917603	0.6991167664527893	0.6828692555427551	0.6906221508979797	0.7026751041412354	0.6816449165344238	0.690930962562561	0.6848574280738831	0.6877326965332031	0.6949158906936646	0.6738669276237488	0.6761586666107178	0.7857244610786438	0.7878378033638	0.7965762615203857	0.788533091545105
P2	0.7910320162773132	0.7858275771141052	0.7762942314147949	0.7908512353897095	0.7995445132255554	0.7930444478988647	0.7891066670417786	0.8069633841514587	0.7979015707969666	0.6968545317649841	0.7022194266319275	0.6812227368354797	0.6778414249420166	0.6917719841003418	0.8050356507301331	0.7943562865257263	0.788784921169281	0.7891215085983276	0.7985377311706543	0.6892712116241455	0.7869888544082642	0.8006635308265686	0.6885576248168945	0	0.787406325340271	0.6765878200531006	0.7115132212638855	0.6823292374610901	0.6826509237289429	0.6809879541397095	0.6687727570533752	0.6803086400032043	0.7098833322525024	0.6900485754013062	0.6819993257522583	0.679640531539917	0.6788392663002014	0.7872576117515564	0.7944854497909546	0.7950857281684875	0.7815636396408081
P4	0.7056996822357178	0.700131356716156	0.7050003409385681	0.721360981464386	0.7199030518531799	0.7065951228141785	0.7197652459144592	0.7144651412963867	0.6752007007598877	0.7843787670135498	0.7858620285987854	0.768765926361084	0.7839064598083496	0.7932448983192444	0.6975285410881042	0.7068418860435486	0.6960639953613281	0.7104668021202087	0.7159522771835327	0.7632580399513245	0.6879295706748962	0.7470239400863647	0.7967103719711304	0.787406325340271	0	0.774858295917511	0.7864440679550171	0.7794228792190552	0.7881871461868286	0.7862190008163452	0.7771884799003601	0.7751421928405762	0.7917850613594055	0.7708483338356018	0.7881774306297302	0.7755751013755798	0.7816604971885681	0.711414098739624	0.7252235412597656	0.6979458332061768	0.7061010003089905
P5	0.7763399481773376	0.7798593640327454	0.780730664730072	0.7877813577651978	0.7925698161125183	0.7937561869621277	0.8018287420272827	0.8011537194252014	0.7985465526580811	0.6829176545143127	0.7060899138450623	0.6765350699424744	0.6711100935935974	0.6669304966926575	0.7981690168380737	0.7872421741485596	0.7778549194335938	0.7840161919593811	0.8086041808128357	0.6711753010749817	0.7772300839424133	0.7899073362350464	0.6660925149917603	0.6765878200531006	0.774858295917511	0	0.6790918707847595	0.6765303611755371	0.672675609588623	0.6806680560112	0.6742347478866577	0.6702351570129395	0.688800573348999	0.6802436709403992	0.699822723865509	0.67936772108078	0.6901395320892334	0.7852884531021118	0.7757783532142639	0.8033691644668579	0.7829763889312744
P6	0.7950481176376343	0.7985093593597412	0.7830158472061157	0.7925617694854736	0.7854454517364502	0.8017423152923584	0.7987778186798096	0.8066971898078918	0.789238452911377	0.6867474317550659	0.7120228409767151	0.6664896011352539	0.6787763237953186	0.6608813405036926	0.812263548374176	0.8001623153686523	0.769356906414032	0.7834922075271606	0.8081843852996826	0.6793251037597656	0.7969277501106262	0.7996047139167786	0.6991167664527893	0.7115132212638855	0.7864440679550171	0.6790918707847595	0	0.6868222951889038	0.6886419057846069	0.6921165585517883	0.6807785630226135	0.6824650764465332	0.6826669573783875	0.6746823191642761	0.7122803926467896	0.6827372908592224	0.6724935173988342	0.7957502007484436	0.7866250872612	0.7962948083877563	0.7970294952392578
P7	0.7889677286148071	0.7798504829406738	0.7817908525466919	0.8006634712219238	0.7869120836257935	0.7984200716018677	0.7952411770820618	0.796281099319458	0.7928605079650879	0.7019054889678955	0.7026284337043762	0.6854876279830933	0.6850385665893555	0.6761766672134399	0.7933872938156128	0.7967666983604431	0.7776935696601868	0.7788016796112061	0.7988201379776001	0.6915445923805237	0.7887278199195862	0.8031668066978455	0.6828692555427551	0.6823292374610901	0.7794228792190552	0.6765303611755371	0.6868222951889038	0	0.7053692936897278	0.6827765703201294	0.6733969449996948	0.6805512309074402	0.6896463632583618	0.6823140978813171	0.7022602558135986	0.6889066100120544	0.6770660877227783	0.7851836085319519	0.7847830057144165	0.8017785549163818	0.8052776455879211
P8	0.7816222906112671	0.7850822806358337	0.7804884314537048	0.7893927097320557	0.7859415411949158	0.7816634774208069	0.7928335666656494	0.7911627292633057	0.7914496064186096	0.6954824924468994	0.7043256759643555	0.6832746863365173	0.6725772023200989	0.6791989207267761	0.806158185005188	0.7846612334251404	0.7806692719459534	0.7834958434104919	0.8066962361335754	0.6785982847213745	0.7845413684844971	0.785427987575531	0.6906221508979797	0.6826509237289429	0.7881871461868286	0.672675609588623	0.6886419057846069	0.7053692936897278	0	0.6926611661911011	0.6787081956863403	0.6828927993774414	0.6912193894386292	0.6964477896690369	0.6882666349411011	0.688477635383606	0.6831929087638855	0.7818891406059265	0.775193452835083	0.7860910892486572	0.7855141758918762
P9	0.7812015414237976	0.7848631143569946	0.7776807546615601	0.8047730922698975	0.7915646433830261	0.7912019491195679	0.783017098903656	0.7970445156097412	0.8006834387779236	0.6749833822250366	0.6831622719764709	0.6659108400344849	0.6754087805747986	0.6848186254501343	0.7919896245002747	0.7888013124465942	0.7819401621818542	0.7788795232772827	0.790555477142334	0.6633233428001404	0.7863298058509827	0.78549724817276	0.7026751041412354	0.6809879541397095	0.7862190008163452	0.6806680560112	0.6921165585517883	0.6827765703201294	0.6926611661911011	0	0.6615590453147888	0.6631500720977783	0.6638180017471313	0.674338698387146	0.6691640019416809	0.6985594630241394	0.659057080745697	0.7852393388748169	0.7730091214179993	0.7915359139442444	0.7864763140678406
R1	0.7882249355316162	0.786845326423645	0.7717203497886658	0.805265486240387	0.7863876819610596	0.7894874811172485	0.7781688570976257	0.7995829582214355	0.7959703207015991	0.6807319521903992	0.6936438679695129	0.659187912940979	0.6803292632102966	0.6705383062362671	0.8025699257850647	0.7917973399162292	0.7791215777397156	0.7781352400779724	0.7987939715385437	0.6622336506843567	0.774806797504425	0.792156457901001	0.6816449165344238	0.6687727570533752	0.7771884799003601	0.6742347478866577	0.6807785630226135	0.6733969449996948	0.6787081956863403	0.6615590453147888	0	0.6715854406356812	0.6726343631744385	0.667736828327179	0.7111749649047852	0.6852585077285767	0.6701127886772156	0.7873338460922241	0.7825539112091064	0.7878560423851013	0.7878113985061646
R2	0.7791274189949036	0.77036052942276	0.7645715475082397	0.790495753288269	0.7852562665939331	0.7900578379631042	0.7869726419448853	0.8024515509605408	0.7870135903358459	0.6696547865867615	0.6818466186523438	0.6583837270736694	0.6739096641540527	0.6777974963188171	0.7955564260482788	0.7859517335891724	0.771426796913147	0.7783933281898499	0.7855600118637085	0.6553608179092407	0.7630508542060852	0.8053626418113708	0.690930962562561	0.6803086400032043	0.7751421928405762	0.6702351570129395	0.6824650764465332	0.6805512309074402	0.6828927993774414	0.6631500720977783	0.6715854406356812	0	0.6705630421638489	0.6670582890510559	0.6901069283485413	0.6837819814682007	0.66133713722229	0.7843080759048462	0.7766482830047607	0.7890274524688721	0.7766234278678894
R3	0.7938939332962036	0.7802003622055054	0.776922345161438	0.7941323518753052	0.7838550209999084	0.7964904308319092	0.8058856725692749	0.8031312227249146	0.7911267876625061	0.6837145686149597	0.7004671692848206	0.6683775782585144	0.6731338500976562	0.6815418601036072	0.8015389442443848	0.7934229373931885	0.7729843854904175	0.7883796691894531	0.7941243648529053	0.6861761808395386	0.7922823429107666	0.8009727597236633	0.6848574280738831	0.7098833322525024	0.7917850613594055	0.688800573348999	0.6826669573783875	0.6896463632583618	0.6912193894386292	0.6638180017471313	0.6726343631744385	0.6705630421638489	0	0.670140266418457	0.6990159749984741	0.6813452243804932	0.6761380434036255	0.7900238633155823	0.7852841019630432	0.7877838015556335	0.7883527278900146
R4	0.7859091758728027	0.7729099988937378	0.7667458653450012	0.7820842862129211	0.7802773118019104	0.7851411700248718	0.788865327835083	0.7954221963882446	0.7815512418746948	0.6812620162963867	0.6941590905189514	0.6550189852714539	0.6574492454528809	0.6487812995910645	0.7983376979827881	0.785778284072876	0.7666640877723694	0.7700629234313965	0.8059803247451782	0.6463068723678589	0.7787471413612366	0.793997049331665	0.6877326965332031	0.6900485754013062	0.7708483338356018	0.6802436709403992	0.6746823191642761	0.6823140978813171	0.6964477896690369	0.674338698387146	0.667736828327179	0.6670582890510559	0.670140266418457	0	0.7107765674591064	0.6641153693199158	0.6508642435073853	0.7804294228553772	0.7770899534225464	0.7818533778190613	0.7790061235427856
R6	0.7885129451751709	0.7917643785476685	0.7887179255485535	0.8002625107765198	0.8008954524993896	0.7993490099906921	0.8075839877128601	0.801519513130188	0.8050151467323303	0.6978591084480286	0.6950471997261047	0.6640810966491699	0.688479483127594	0.7030834555625916	0.8088695406913757	0.7859363555908203	0.797331690788269	0.7887341380119324	0.8096112608909607	0.7024266719818115	0.8044077754020691	0.8014464378356934	0.6949158906936646	0.6819993257522583	0.7881774306297302	0.699822723865509	0.7122803926467896	0.7022602558135986	0.6882666349411011	0.6691640019416809	0.7111749649047852	0.6901069283485413	0.6990159749984741	0.7107765674591064	0	0.7035395503044128	0.709192156791687	0.7924253940582275	0.793832540512085	0.796263575553894	0.7903966307640076
R7	0.7909972071647644	0.7871585488319397	0.7840708494186401	0.7821734547615051	0.7861865758895874	0.7919959425926208	0.7937114238739014	0.802203893661499	0.784515917301178	0.6793094277381897	0.6900361180305481	0.6675795316696167	0.6842079162597656	0.6572105288505554	0.8044602870941162	0.7771353721618652	0.7786627411842346	0.7809433937072754	0.8066847920417786	0.6870185136795044	0.7857337594032288	0.8000068664550781	0.6738669276237488	0.679640531539917	0.7755751013755798	0.67936772108078	0.6827372908592224	0.6889066100120544	0.688477635383606	0.6985594630241394	0.6852585077285767	0.6837819814682007	0.6813452243804932	0.6641153693199158	0.7035395503044128	0	0.6607524156570435	0.782478928565979	0.78604656457901	0.7959100008010864	0.7802649736404419
R8	0.7780472040176392	0.7814119458198547	0.7644665837287903	0.8002505302429199	0.7784420251846313	0.8027127981185913	0.7884392142295837	0.7937749624252319	0.7908785343170166	0.6831818222999573	0.685712456703186	0.6734522581100464	0.6659834384918213	0.6722196936607361	0.8080956935882568	0.7881463170051575	0.7755771279335022	0.7854741215705872	0.7984034419059753	0.6620039343833923	0.7750734090805054	0.7920171618461609	0.6761586666107178	0.6788392663002014	0.7816604971885681	0.6901395320892334	0.6724935173988342	0.6770660877227783	0.6831929087638855	0.659057080745697	0.6701127886772156	0.66133713722229	0.6761380434036255	0.6508642435073853	0.709192156791687	0.6607524156570435	0	0.7852058410644531	0.7861174345016479	0.7988396286964417	0.7950912714004517
