	B1	B2	B3	B4	B5	B6	B7	B8	B9	C1	C2	C4	C5	O1_1	O2	O3	O4	O5	O6	O7	O8	P1	P2	P3	P4	P5	P6	P7	P8	P9	R1	R2	R3	R4	R6	R7	R8	S1	S2	S3	S4
O8	0.2424260675907135	0.2453593462705612	0.2110761702060699	0.4652888774871826	0.2308164089918137	0.2238741964101791	0.2818667590618134	0.2140454798936844	0.2451947927474976	0.6515838503837585	0.6172654032707214	0.6210219860076904	0.6814536452293396	0.2452009618282318	0.2353151440620422	0.2369717806577682	0.2398838102817535	0.3102489411830902	0.6820974946022034	0.329811692237854	0	0.6894290447235107	0.6297195553779602	0.6368197798728943	0.3257294595241547	0.6530993580818176	0.6374804973602295	0.6120514869689941	0.6364043951034546	0.636670708656311	0.6341744661331177	0.6188312768936157	0.653293251991272	0.6200517416000366	0.6225272417068481	0.6370294094085693	0.666818380355835	0.3274060189723969	0.2138988971710205	0.3048797845840454	0.2776434123516083
P1	0.7048729658126831	0.6601520776748657	0.6580184102058411	0.7838294506072998	0.6860598921775818	0.6991961598396301	0.7261250615119934	0.6585920453071594	0.6969930529594421	0.2109646797180176	0.2675519287586212	0.2088892459869385	0.319827139377594	0.7100139856338501	0.6945368051528931	0.6565159559249878	0.7124603390693665	0.7307482957839966	0.2922777533531189	0.6675970554351807	0.6894290447235107	0	0.2802891433238983	0.2390341609716415	0.6814797520637512	0.217807874083519	0.2442665249109268	0.3482585549354553	0.2420524954795837	0.1989837437868118	0.2369788885116577	0.2306810319423676	0.3014901280403137	0.2732607424259186	0.293273538351059	0.2203372120857239	0.1932370066642761	0.7134154438972473	0.6731972098350525	0.7228182554244995	0.6838448047637939
P2	0.6734747886657715	0.6339747905731201	0.6390084624290466	0.7547394633293152	0.6498129963874817	0.6643427610397339	0.6927371025085449	0.611819863319397	0.5983394980430603	0.2340661436319351	0.2091463506221771	0.2146597355604172	0.2535513937473297	0.6675010323524475	0.6536647081375122	0.5981038212776184	0.6296228170394897	0.6392526030540466	0.295991837978363	0.5876741409301758	0.6297195553779602	0.2802891433238983	0	0.2000898271799088	0.5875782370567322	0.2436416000127792	0.1763034164905548	0.2273074984550476	0.2182212769985199	0.23630590736866	0.1757710427045822	0.2358589619398117	0.2030309289693832	0.2030531913042068	0.1970189362764359	0.2113870978355408	0.2687258422374725	0.691932737827301	0.6163095831871033	0.6972631812095642	0.6599257588386536
P3	0.6826107501983643	0.6372547745704651	0.6392185091972351	0.7623425126075745	0.652737557888031	0.6711270809173584	0.7024545073509216	0.6113930344581604	0.6251075267791748	0.1637049466371536	0.1677286773920059	0.1881556212902069	0.2853822410106659	0.674784779548645	0.6651340126991272	0.5937248468399048	0.643663763999939	0.6630910634994507	0.254719078540802	0.5985965132713318	0.6368197798728943	0.2390341609716415	0.2000898271799088	0	0.5940196514129639	0.1662864089012146	0.1402929872274399	0.2141793817281723	0.162351205945015	0.2126436680555344	0.1481745392084122	0.1955236047506332	0.2316760569810867	0.156874880194664	0.169365257024765	0.1514533013105392	0.2310546189546585	0.6924893856048584	0.6221895813941956	0.6938720345497131	0.6643080711364746
P4	0.3763193488121033	0.3648734092712402	0.3501931130886078	0.4823891222476959	0.3598610460758209	0.3577017784118652	0.3902913630008698	0.3155209422111511	0.257752001285553	0.6283973455429077	0.5925272703170776	0.6160736083984375	0.5967872142791748	0.3575234413146973	0.3568750023841858	0.3329688012599945	0.2876532971858978	0.3369552493095398	0.623120903968811	0.3508976697921753	0.3257294595241547	0.6814797520637512	0.5875782370567322	0.5940196514129639	0	0.6272441148757935	0.5870999693870544	0.5760324597358704	0.6083210110664368	0.6256316304206848	0.5862852931022644	0.6001200079917908	0.6003538966178894	0.5801122188568115	0.5800662636756897	0.6127762794494629	0.6459214091300964	0.4376305043697357	0.3391779363155365	0.3839186429977417	0.3997812569141388
P5	0.6781973838806152	0.6405141353607178	0.6499161720275879	0.7657759785652161	0.6616239547729492	0.6758586168289185	0.7033750414848328	0.6469082832336426	0.6551417112350464	0.1523942500352859	0.2094413340091705	0.1591834276914597	0.30931356549263	0.6751406192779541	0.665644109249115	0.6212560534477234	0.671939492225647	0.6898765563964844	0.2813783288002014	0.6263197660446167	0.6530993580818176	0.217807874083519	0.2436416000127792	0.1662864089012146	0.6272441148757935	0	0.1900601536035538	0.2836498618125916	0.1607135981321335	0.1875470876693726	0.1933805495500565	0.2065356820821762	0.2695758938789368	0.1870670020580292	0.2352052181959152	0.162326917052269	0.1884834617376328	0.6925064325332642	0.6341546773910522	0.6925162076950073	0.6632441282272339
P6	0.68059903383255	0.632735013961792	0.646176815032959	0.7590340375900269	0.6574708819389343	0.6693961024284363	0.7010987401008606	0.6186519861221313	0.6173950433731079	0.1766629219055176	0.1574429571628571	0.1737378835678101	0.2689233720302582	0.6753165125846863	0.6621871590614319	0.5969353318214417	0.6402338147163391	0.6560542583465576	0.2449845969676971	0.5937573909759521	0.6374804973602295	0.2442665249109268	0.1763034164905548	0.1402929872274399	0.5870999693870544	0.1900601536035538	0	0.2218611240386963	0.1736206412315369	0.2088686227798462	0.1299753785133362	0.193213164806366	0.1987483203411102	0.1541942209005356	0.1649047136306763	0.1472378224134445	0.2153640985488892	0.6909090280532837	0.6212210059165955	0.6899267435073853	0.6602070927619934
P7	0.6649078130722046	0.6253968477249146	0.6295323371887207	0.7521030902862549	0.6380544900894165	0.6505130529403687	0.6844459176063538	0.607265830039978	0.5898362994194031	0.2778564095497131	0.2494463175535202	0.2712324857711792	0.371161937713623	0.6524646878242493	0.6368171572685242	0.5984178185462952	0.6227219700813293	0.6319220066070557	0.3518443405628204	0.5973819494247437	0.6120514869689941	0.3482585549354553	0.2273074984550476	0.2141793817281723	0.5760324597358704	0.2836498618125916	0.2218611240386963	0	0.2481502294540405	0.2695574164390564	0.2367864400148392	0.3006042838096619	0.3117750883102417	0.217868983745575	0.1962962448596954	0.2500233948230743	0.3341588079929352	0.6824949383735657	0.6044193506240845	0.6952049136161804	0.6534044146537781
P8	0.6662102341651917	0.6235911250114441	0.6350889205932617	0.7496290802955627	0.650262713432312	0.6608247756958008	0.6881774067878723	0.6261817216873169	0.6357364058494568	0.1686505973339081	0.1812913864850998	0.1806830763816833	0.3165201544761658	0.6604772806167603	0.6477517485618591	0.6066855788230896	0.6564382314682007	0.670148491859436	0.2913102209568024	0.6085715889930725	0.6364043951034546	0.2420524954795837	0.2182212769985199	0.162351205945015	0.6083210110664368	0.1607135981321335	0.1736206412315369	0.2481502294540405	0	0.1902060955762863	0.1781663000583649	0.2059932202100754	0.24521803855896	0.1750986576080322	0.2092475295066833	0.1544550806283951	0.2166455835103989	0.6828082203865051	0.6119271516799927	0.6800042986869812	0.6542326211929321
P9	0.6581413745880127	0.6215620636940002	0.6301369667053223	0.7464805245399475	0.6420069336891174	0.6514154076576233	0.6778652667999268	0.6302898526191711	0.6349956393241882	0.1778771132230759	0.2153205722570419	0.1723612546920776	0.3307889103889465	0.6527902483940125	0.6395217180252075	0.6179045438766479	0.6563942432403564	0.6749804615974426	0.2967371642589569	0.6201447248458862	0.636670708656311	0.1989837437868118	0.23630590736866	0.2126436680555344	0.6256316304206848	0.1875470876693726	0.2088686227798462	0.2695574164390564	0.1902060955762863	0	0.2164888232946396	0.1865305155515671	0.281539261341095	0.2161329537630081	0.2609730660915375	0.1936628073453903	0.1901373416185379	0.6784604787826538	0.6137146353721619	0.6845479607582092	0.644437849521637
R1	0.6808776259422302	0.6315916776657104	0.6332661509513855	0.7575965523719788	0.6453832387924194	0.6675275564193726	0.6993050575256348	0.6066581010818481	0.615161657333374	0.1867949962615967	0.1773575246334076	0.1937183439731598	0.257502943277359	0.6729937791824341	0.6601132154464722	0.5862079262733459	0.6391890645027161	0.6585798859596252	0.2524363398551941	0.5923895239830017	0.6341744661331177	0.2369788885116577	0.1757710427045822	0.1481745392084122	0.5862852931022644	0.1933805495500565	0.1299753785133362	0.2367864400148392	0.1781663000583649	0.2164888232946396	0	0.1976412832736969	0.2060159146785736	0.1738950908184052	0.1698780059814453	0.157373234629631	0.2311062961816788	0.6896741390228271	0.6171865463256836	0.6907406449317932	0.6607911586761475
R2	0.6642836332321167	0.6163565516471863	0.6268813014030457	0.7411206960678101	0.6373884081840515	0.6496261954307556	0.6800757050514221	0.6038858294487	0.6134560704231262	0.1790696531534195	0.1973129063844681	0.180984228849411	0.2888530492782593	0.6533422470092773	0.6440898776054382	0.5889452695846558	0.6355433464050293	0.6533668637275696	0.2646384537220001	0.5856710076332092	0.6188312768936157	0.2306810319423676	0.2358589619398117	0.1955236047506332	0.6001200079917908	0.2065356820821762	0.193213164806366	0.3006042838096619	0.2059932202100754	0.1865305155515671	0.1976412832736969	0	0.2443069368600845	0.1885851174592972	0.2295897305011749	0.15428626537323	0.1953015327453613	0.674433708190918	0.600543200969696	0.6759305000305176	0.6444016098976135
R3	0.7037050724029541	0.6545498967170715	0.664605438709259	0.7759466767311096	0.6739442348480225	0.6833728551864624	0.7242608666419983	0.6324425339698792	0.6267232894897461	0.2624269127845764	0.2295231074094772	0.2490576952695847	0.2314238399267197	0.6948211193084717	0.6783244609832764	0.6148660182952881	0.6539716720581055	0.663953959941864	0.2865893542766571	0.600511908531189	0.653293251991272	0.3014901280403137	0.2030309289693832	0.2316760569810867	0.6003538966178894	0.2695758938789368	0.1987483203411102	0.3117750883102417	0.24521803855896	0.281539261341095	0.2060159146785736	0.2443069368600845	0	0.2358848005533218	0.2462680488824844	0.2236087173223495	0.2632869184017181	0.7139328122138977	0.6342638731002808	0.7098159790039062	0.6792921423912048
R4	0.6593742966651917	0.6175196170806885	0.6268532872200012	0.7466734647750854	0.6366750001907349	0.6525512337684631	0.6772286891937256	0.5973805785179138	0.6036415100097656	0.2005775719881058	0.1618562638759613	0.1822845190763474	0.2989535629749298	0.6509853601455688	0.6405231952667236	0.5815884470939636	0.6250365972518921	0.6428351998329163	0.2716497778892517	0.5767938494682312	0.6200517416000366	0.2732607424259186	0.2030531913042068	0.156874880194664	0.5801122188568115	0.1870670020580292	0.1541942209005356	0.217868983745575	0.1750986576080322	0.2161329537630081	0.1738950908184052	0.1885851174592972	0.2358848005533218	0	0.1849499344825745	0.1607613265514374	0.2273878008127213	0.6743220686912537	0.6001861691474915	0.6676099896430969	0.6438984274864197
R6	0.6686750054359436	0.6228579878807068	0.6331698298454285	0.7523136734962463	0.6459284424781799	0.6587080955505371	0.6923706531524658	0.6072927117347717	0.6076452136039734	0.2115218192338943	0.2064303308725357	0.2255751937627792	0.3217149376869202	0.6650789380073547	0.6489242911338806	0.5877116918563843	0.6298099160194397	0.6431205272674561	0.2963365614414215	0.5814679861068726	0.6225272417068481	0.293273538351059	0.1970189362764359	0.169365257024765	0.5800662636756897	0.2352052181959152	0.1649047136306763	0.1962962448596954	0.2092475295066833	0.2609730660915375	0.1698780059814453	0.2295897305011749	0.2462680488824844	0.1849499344825745	0	0.1810181438922882	0.2733584940433502	0.6788564920425415	0.6107872724533081	0.6824391484260559	0.652226448059082
R7	0.6803176403045654	0.633090078830719	0.6413201689720154	0.7569007873535156	0.6514755487442017	0.6651404500007629	0.6955298781394958	0.6276868581771851	0.6374943852424622	0.141048938035965	0.1750045120716095	0.1618141680955887	0.2928255796432495	0.6726838350296021	0.6577603220939636	0.611075758934021	0.6553508639335632	0.6725512742996216	0.2654434740543365	0.6110309958457947	0.6370294094085693	0.2203372120857239	0.2113870978355408	0.1514533013105392	0.6127762794494629	0.162326917052269	0.1472378224134445	0.2500233948230743	0.1544550806283951	0.1936628073453903	0.157373234629631	0.15428626537323	0.2236087173223495	0.1607613265514374	0.1810181438922882	0	0.1909353584051132	0.6879690885543823	0.6195442676544189	0.6937274932861328	0.6564754247665405
R8	0.6959448456764221	0.6528967618942261	0.6629909873008728	0.7709653377532959	0.6771594285964966	0.6858437657356262	0.7176735401153564	0.6601978540420532	0.6704809665679932	0.1828504651784897	0.2351085096597672	0.1828073412179947	0.3002202808856964	0.6903911828994751	0.6779642701148987	0.6398768424987793	0.6872921586036682	0.7036253213882446	0.2797247767448425	0.6401611566543579	0.666818380355835	0.1932370066642761	0.2687258422374725	0.2310546189546585	0.6459214091300964	0.1884834617376328	0.2153640985488892	0.3341588079929352	0.2166455835103989	0.1901373416185379	0.2311062961816788	0.1953015327453613	0.2632869184017181	0.2273878008127213	0.2733584940433502	0.1909353584051132	0	0.7065086960792542	0.6479955911636353	0.7082087993621826	0.6735908985137939
